ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
PSE,,,,,0.572381423,0.604270069,0.608927461,0.575654927,0.538675522,0.515068479,0.556253478,0.556759398,0.556396832,0.534026615,0.494793216,0.480020561,0.490773992,0.500621918,0.574696736,0.581756174,0.650619665,0.672017651,0.616768788,0.657377955,0.622879739,0.567099536,0.581900097,0.592855823,0.573107484,0.5618633,0.542883355,0.649577373,0.617060163,0.571905822
PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,1.093567578,1.005976321,0.981341848,0.909291268,0.904550525,0.954789785,1.000046959,0.942993862,0.761097401,0.869649231,1.128076699,1.048603703,1.063627528,1.222191265,1.346181251,1.703915843,1.791154423,1.935211679,2.333408718,1.757461755,1.857546296,2.152514458,2.182123532,2.230790991,2.350980468,2.448721749,2.479168335,2.3182621,2.350074291,2.263225555,2.290072203,2.235479832,2.62893385,
ROU,0.00070073,0.001999559,0.005862264,0.018743421,0.043864507,0.061839134,0.087656393,0.203237684,0.296566184,0.438330228,0.616103419,0.813440309,0.959734673,1.176617385,1.268732436,1.401298712,1.399456349,1.487603501,1.566275623,1.5672931,1.53797248,1.550128899,1.56367261,1.606309895,1.628483593,1.662993235,1.596986935,1.613726743,1.665701538,1.636841284,1.614703571,1.637755552,1.712067232,1.75887412
RUS,0.000542317,0.001199338,0.018649493,0.179961613,0.717656758,1.71517,2.455975,2.778421,3.258399,5.539641,7.301404,8.322817,9.273504,9.866787,11.556843,12.736131,12.618288,13.984503,14.341196,14.016913,15.821142,18.443729,19.56826,19.505592,20.998875,23.562632,24.192337,24.124181,24.542904,23.93427467,23.1451683,23.68514633,25.82578335,26.6801077
RWA,60.72924839,67.54171067,70.8464767,78.80529754,90.42226028,133.9697354,145.9295016,165.8656161,167.6769709,159.5238618,161.0996939,156.9335114,146.454467,172.8615734,187.0114389,197.7013084,196.507922,216.0743578,242.6309062,258.3797062,263.4135153,276.649231,298.5128418,301.4262567,294.913953,296.7167686,307.7144355,320.420105,312.6655273,311.8612061,321.4724426,300.0285034,324.9002279,345.2294374
SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAU,0.847406208,0.801140795,0.78096782,0.750188405,0.742547268,0.769614568,0.815053211,0.82895722,0.705522732,0.796470782,0.864094336,0.831151288,0.867185126,0.870096062,0.940992913,1.096228038,1.186498132,1.252646284,1.446370211,1.211625601,1.402870607,1.586354256,1.656841448,1.679913954,1.666247736,1.617082202,1.672183845,1.689270854,1.85423243,1.861568213,1.920739055,1.909426093,2.104628784,1.97040766
SDN,0.003853794,0.00703694,0.014395593,0.027771207,0.07049633,0.141242376,0.18386789,0.249293803,0.290064811,0.331275568,0.355855776,0.421569858,0.459956904,0.49525445,0.565595339,0.647410925,0.676102556,0.759027012,0.810888757,0.820925267,0.994932969,1.231475711,1.648170208,2.231428848,2.664290639,3.034035277,3.466892025,4.772955418,7.085268974,10.97369194,25.95143127,85.72268677,173.6813364,514.3071349
SEN,172.2601923,165.0861596,160.0723121,156.4977008,205.3862535,215.4775008,220.4094561,220.9584649,224.5750472,220.2778747,218.2175102,228.3401711,229.1285953,222.6188174,216.4966421,219.824683,219.401716,227.6887864,241.7393179,236.1994149,237.1074997,241.276062,245.0656683,246.1377923,242.0322961,240.4916697,242.008809,243.5838013,238.6880493,229.8673401,224.0872345,212.3305511,215.6849552,219.1282247
SGP,0.97139735,0.981296577,0.972746581,0.983064694,0.995842452,1.00637268,1.0031653,0.996859246,0.972680871,0.924793273,0.939246682,0.901896774,0.880130342,0.84756281,0.85804862,0.847774412,0.837579344,0.863736587,0.835702035,0.855113866,0.854205842,0.846737742,0.845431352,0.857922523,0.862601523,0.877768679,0.876020604,0.883214712,0.867735684,0.854120195,0.834628344,0.811010361,0.859781984,0.804086117
SLB,1.890414774,1.961068439,2.169644214,2.407392449,2.520819141,2.704569134,2.976886555,3.174384172,3.489199236,3.704557473,3.823877889,4.110161466,4.503762603,4.692770291,4.741839381,5.08960116,5.349299621,5.692263858,5.943710681,6.195144788,6.227584279,6.374862124,6.549471037,6.591355578,6.716304127,6.877991665,6.836745645,6.889529176,7.264478493,7.233242146,7.044306923,6.364729134,6.065974212,6.080337277
SLE,0.029749116,0.065828381,0.11715342,0.145038062,0.177595547,0.23239155,0.295720162,0.297256027,0.363839941,0.420448286,0.424625199,0.711580991,0.673125867,0.747210621,0.820974513,0.928279933,1.013010272,1.051404147,1.126571787,1.215375731,1.410126331,1.620575073,1.757539261,1.792637956,1.830859287,1.912536064,2.015741651,2.300201416,2.541012939,2.811343262,3.055827148,3.243864014,3.79816877,4.999763562
SLV,0.312351902,0.324553858,0.328174726,0.348124041,0.374263304,0.40664068,0.425612659,0.432555384,0.445842221,0.443991447,0.448365302,0.45302183,0.452828398,0.457230629,0.457357909,0.462498905,0.468102057,0.475786529,0.483141266,0.480016853,0.486574039,0.505120277,0.521423531,0.505071869,0.488559922,0.477749754,0.461390404,0.44841367,0.454547405,0.442782253,0.425564259,0.429484785,0.429894913,0.426094939
SMR,,,,,,,,0.749430904,0.754645664,0.755683988,0.757919581,0.76126837,0.767511007,0.771105017,0.766012292,0.755112221,0.747261308,0.713199994,0.719534266,0.722270304,0.723805033,0.7102569,0.727814456,0.753500571,0.729271897,0.744308864,0.755666151,0.762517095,0.74555036,0.725066229,0.704549975,0.707382143,,
SOM,651.1463069,853.6242092,1043.260187,1576.181951,2404.581312,3097.088062,3951.772466,5190.49946,6259.75586,7060.477216,7912.759257,8376.427428,8885.053463,9260.163265,9630.476598,10837.68656,9791.427955,9868.447395,9881.341774,10054.12358,8408.934393,8001.031314,7863.4404,8032.809423,7703.878776,7392.4201,7238.5441,7390.984523,7866.176888,8740.898287,9178.746316,10268.41727,10219.72577,10867.51648
SRB,,,,,,1.619163383,2.942118137,3.495528088,4.300591737,5.423532141,9.59876415,17.82535295,19.97025126,22.63468974,24.0935233,27.03310651,28.82487124,30.41866303,31.32535729,33.26419667,34.84098031,36.32579314,37.98442057,39.32484702,39.80479695,40.74029344,40.45668285,40.82479962,41.00701131,39.65093898,39.76211617,40.65336932,42.50232754,44.94445933
SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,,,,,,,,,,,,,,,,,,,1.198131033,1.049924433,1.17140595,1.593427879,2.308700137,2.539609146,2.670588427,3.370950535,,,,,,,,
SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,0.092422277,0.112057315,0.152901355,0.261960745,0.446769009,0.656670742,1.284802535,1.757040642,2.01551587,2.144491628,2.306186804,2.417440856,2.65455302,2.963430349,3.314065774,3.826818096,4.207004419,4.489357173,5.674235866,6.426344429,6.791426287,7.431393623,8.632288225,8.727782068,8.5666147,9.104483202,9.630696047,9.921541214,9.684535027,9.16576767,9.128153801,8.599293709,9.343417156,9.795201286
SUR,0.002054017,0.002649101,0.003493986,0.008360141,0.044058863,0.146608056,0.145790791,0.145460084,0.169055629,0.287768836,0.452321775,0.617227555,0.79182778,0.942030801,1.035132418,1.159630366,1.270606942,1.316576534,1.492174395,1.57918129,1.67250223,1.86556232,1.92355858,1.845241877,1.810927508,1.820235095,2.428665006,2.578414679,2.785877228,2.649446487,3.731323957,5.368227959,7.21619912,10.6044508
SVK,0.222355141,0.289515028,0.314809,0.354775,0.394072,0.424155,0.436017,0.4505,0.466064,0.494406,0.516385,0.515672,0.521518,0.544317,0.564472,0.564715,0.554599,0.553636,0.53743,0.515578,0.502173,0.506407,0.504542,0.491124,0.485412,0.491548,0.503194,0.516433,0.526001,0.510067,0.48909,0.486965,0.49218,0.506852
SVN,0.034748,0.065517,0.19741,0.264342,0.31728,0.389711,0.42706,0.455969,0.482503,0.508506,0.526511,0.560099,0.583286,0.607857,0.607812,0.610135,0.609687,0.630222,0.633789,0.645493,0.63801,0.62397,0.606793,0.590407,0.591238,0.595298,0.577106,0.570149,0.567612,0.544192,0.532257,0.533293,0.526632,0.541355
SWE,8.871508,9.288991,9.174233,9.160067,9.20066,9.355165,9.24908,9.331501,9.395958,9.3059,9.163089,9.401445,9.413655,9.485459,9.294039,9.479182,9.111518,8.870893,8.778986,8.921003,9.026183,8.844042,8.654768,8.597681,8.727131,8.854383,8.822586,8.852247,8.865881,8.584015,8.435616,8.311676,8.363085,8.509281
SWZ,0.997676105,1.049749091,1.141191551,1.308623392,1.421826153,1.624490888,1.717840593,1.88030205,1.997098935,2.074981306,2.543233408,2.709652128,2.90605572,3.020935988,3.055714281,3.157083154,3.186402545,3.257912977,3.529564708,3.850650438,3.92604973,4.052137852,4.469325324,4.633242664,4.892111656,5.194818611,5.614289341,5.982950211,6.162479877,6.114834309,6.119993687,5.895362854,5.991967862,5.968397205
SXM,,,,,,,,,,,,,,,,,,,,1.370852013,1.369680089,1.345952392,1.551308865,1.543703552,1.527580363,1.51909832,1.489179648,1.396499991,1.362629414,1.365002275,1.38735342,1.43830955,1.390202564,1.369850361
SYC,3.362519629,3.186071168,3.260502989,3.281459955,3.298193655,3.163495745,2.917729986,2.893355662,3.159101538,3.179085538,3.147586957,3.267795755,3.334055444,3.463937192,4.205542488,4.096390539,4.031160202,4.359673565,5.642835663,7.188758678,6.951892387,6.883865356,7.593878524,7.89489833,7.748970496,8.026026122,7.658696287,7.777408123,7.993576527,7.849941254,7.965042591,8.456309319,8.020333634,7.666113778
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.9959106,141.6033325,163.0274353,237.00914,417.3224182,,
TCA,,,,,,,,,,,,,,,,,,,,,,1.028408051,1.097970986,1.071960259,1.068357836,1.07176272,1.053490656,0.997238159,1.015220523,1.019476295,1.059441328,1.090707064,1.127382307,1.226388374
TCD,118.5049655,118.1515518,100.6095139,96.98796759,136.3108361,145.3047576,159.0427397,162.2608809,171.2874899,156.1070494,160.7240933,178.8725895,179.4958004,176.1596644,188.2454138,224.5049245,239.5336308,240.915841,256.8043437,230.8333117,242.6375767,258.1313171,283.9562205,305.406616,295.9949645,247.1739797,240.8987086,236.5829926,236.5224915,222.5734711,228.2732086,215.5109406,231.8273139,221.5794492
TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,141.039777,140.0701714,141.3938963,126.7986197,168.6453516,183.4911199,189.9008515,190.4825264,206.3669541,205.7565511,221.4184076,220.080962,227.6092788,216.7450691,207.0422659,212.5441702,205.1367415,209.6396237,224.3403528,229.9154831,226.9428826,228.6249695,236.5774161,237.9844478,234.2853971,236.2282259,236.8616371,231.8401794,228.7066803,218.5904236,208.4675446,202.174469,196.7250036,194.7312186
THA,8.963130682,9.168149596,9.366394656,9.74338512,9.985461062,10.34181447,10.57208659,10.85235316,11.59711945,11.14061648,11.03885211,11.00277723,11.01756224,11.036495,11.13109134,11.34220735,11.56450728,11.53794388,11.90097925,11.85106397,12.18660245,12.38719749,12.17564332,12.15247236,12.26280799,12.33792186,12.35085342,12.38575745,12.15261173,11.82858467,11.40729523,11.14812756,10.91129146,10.65599746
TJK,5.23E-06,1.01E-05,6.65E-05,0.000849564,0.003019543,0.011668377,0.060777858,0.098733531,0.183435385,0.228809975,0.274378745,0.35138067,0.411120674,0.512363088,0.585920156,0.622158989,0.730668231,0.905164422,1.138161229,1.26835399,1.409285194,1.564780235,1.684332447,1.67842,1.694372735,1.982068464,2.120927498,2.350559235,2.487616777,2.399198294,2.356817722,2.544257879,2.573285693,2.537117049
TKM,2.52E-07,4.94E-07,1.55E-05,0.000186403,0.001920523,0.015156229,0.189661807,0.301670733,0.350872141,0.425569124,0.456908392,0.512285291,0.546592178,0.601057646,0.620604985,0.644020625,0.701286363,0.746077836,1.169259378,1.27552379,1.289270164,1.425625277,1.563465134,1.604478046,1.636497249,1.58541392,1.540665648,1.536305666,1.491995506,1.50332972,1.529003884,1.50170362,1.493663177,1.435913605
TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,0.246061699,0.247680922,0.278863677,0.28536372,0.287424886,0.290142482,0.308176394,0.303652047,0.311918434,0.329665339,0.332030495,0.363146152,0.376870581,0.394706693,0.344068867,0.339738701,0.337421003,0.35637091,0.375006617,0.379286589,0.415817434,0.454532027,0.42856697,0.469428683,0.428254989,0.424637954,0.393877192,0.365617901,0.342422766,0.342878394,0.265956835,0.393393219,0.40924923,0.322713345
TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,0.704067895,0.745471452,0.783143766,0.765513684,0.953169303,0.891981808,0.886828923,0.855075912,0.868068857,0.910748319,0.940163692,0.93562773,0.987547822,1.055033914,1.118754728,1.165604937,1.310105878,1.295434078,1.328702281,1.386247005,1.475617974,1.452684751,1.485940689,1.42642591,1.402173388,1.46268107,1.49317537,1.549255717,1.592405197,1.686767281,1.594893178,1.495297592,1.515828803,
TSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,2.50098335,2.457210385,2.236334977,2.37705215,2.636147748,2.689662493,2.690158494,2.55084295,2.475663827,2.546165404,2.789613803,2.804407589,2.618102572,2.836441771,3.007561664,3.3045976,3.261171903,3.580039148,4.34804648,3.127314645,3.483195322,3.949606895,4.100198839,4.323668496,4.384252209,4.252395816,4.121887996,4.18089962,4.149242878,3.965765715,3.859908104,3.927250385,4.432589087,3.91967295
TUN,0.39792864,0.411997126,0.42574404,0.435396836,0.44558894,0.459792414,0.471197198,0.48151579,0.491742897,0.501180244,0.506171131,0.514397886,0.518099623,0.521709154,0.525075079,0.530371787,0.534230524,0.53119925,0.554201157,0.567454955,0.582029228,0.596331477,0.632328272,0.665264819,0.691510979,0.730423356,0.751815692,0.775635421,0.810976982,0.828764498,0.837391257,0.877332568,0.845232803,0.884587105
TUR,0.001186,0.001822,0.002916,0.004779,0.009659,0.017711,0.030976,0.055376,0.128873,0.196465,0.281594,0.414949,0.591251,0.736506,0.79215,0.834589,0.841811,0.851116,0.87996,0.904655,0.920469,0.966176,1.019856,1.070294,1.104504,1.162452,1.241052,1.38398,1.63261,1.837125,2.111056,2.725605,4.605662,6.974967
TUV,0.833916232,0.827957282,0.868960671,0.870455563,0.812501055,0.836803076,0.926058378,0.898476297,0.912841249,0.95520333,1.069046336,1.085716533,1.120750208,1.111943573,1.144941016,1.126728518,1.138130343,1.098874571,1.129629628,1.134522947,1.114532035,1.109926272,1.11332319,1.104295396,1.166796414,1.193098299,1.278345672,1.293154208,1.356423313,1.41992636,1.413903158,1.415255354,1.395509274,1.427272995
TZA,51.35083553,63.63488113,78.00491988,94.83849237,121.7989577,151.3433361,177.3268304,210.2085791,237.4362181,261.1409569,276.2986943,283.2277438,299.0662203,317.9660067,330.9601395,341.5201007,349.5583742,371.3064021,423.9607008,459.459936,496.744243,546.0731201,650.2379944,707.4686971,760.901227,806.4526603,852.1666994,889.4487305,849.0432129,815.9642944,779.0391846,762.958374,732.4630611,726.4761028
UGA,190.2467885,231.9051464,328.9245146,418.1407781,437.4369913,468.6273425,481.2447811,487.7299501,524.6837337,516.7772509,561.5096687,574.045465,547.3450576,578.6504863,651.333005,620.5354824,616.4528112,644.1336018,672.1771434,765.3696491,798.8103814,856.1682129,1000.764564,1036.867906,1065.699988,1114.238579,1196.839427,1251.634033,1253.709961,1258.258911,1240.85022,1203.160767,1179.345749,1228.430688
UKR,4.23E-06,8.02E-06,0.000146445,0.004911875,0.050640571,0.2558448,0.417432824,0.484523424,0.536692759,0.674205512,0.840580753,0.905928977,0.93893317,0.995928109,1.118338922,1.345623123,1.499247394,1.793130112,2.269766707,2.540765677,2.853492255,3.192311049,3.305512178,3.027402573,3.460409213,4.611359817,5.076235642,6.004223347,6.627536297,6.580449581,6.434979439,7.302161694,9.203698363,10.52352199
UMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,0.560218922,1.088165644,1.698268359,2.452783588,3.337065983,4.610213912,5.723980949,6.711861157,7.459220087,7.640737379,7.735932672,7.930740923,8.794636949,10.05097581,10.77683404,10.52003584,10.96198361,11.77372801,12.57950057,13.57972836,14.18771453,15.27369785,16.9394486,18.17572733,19.47719447,21.11119148,22.46261686,23.30475616,24.25356293,25.04502106,25.73447227,26.4622879,25.77097903,25.71776242
USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UZB,0.000634014,0.001169682,0.009287906,0.106958267,1.401806948,6.466150035,11.52857412,18.82287994,25.87264454,36.76617818,52.95434606,75.21696213,107.7535052,133.9493466,151.2057168,178.0284123,213.2285964,253.0633354,314.7977747,366.8739896,505.1680638,601.9983993,706.9046133,804.3101035,935.2372458,1058.677683,1179.956705,1432.907178,1799.892375,2111.319555,2353.383387,2591.112305,2781.570007,3012.052433
VCT,1.397172672,1.416699299,1.420252889,1.370786181,1.373941506,1.363375116,1.386597629,1.381614081,1.410129773,1.415722145,1.491813962,1.548239925,1.527702586,1.465563281,1.480664877,1.477336031,1.486199092,1.553009129,1.634356586,1.605757063,1.675011705,1.635919213,1.649658865,1.64265701,1.594965611,1.60395333,1.532120348,1.588731766,1.549092889,1.538480282,1.470224857,1.440133214,1.391201107,1.396411133
VEN,0.012104274,0.014219711,0.017829624,0.022928476,0.036567561,0.054355235,0.115042804,0.151484641,0.178098931,0.221611842,0.280528278,0.296290316,0.388102803,0.513542738,0.669895545,0.84181703,0.962846008,1.082269579,1.381761419,1.48084281,2.135241101,2.68098259,,,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,1.027546763,1.088881183,1.076733772,1.064383241,1.071502049,1.055831415,1.020229697,,,,,,
VIR,,,,,,,,,,,,,0.936119659,0.972785771,1.011475755,1.105187093,1.048918924,1.047563402,0.9007745,0.948750167,0.959083442,0.999770685,1.115597807,1.070021406,1.021150957,1.044012057,1.055403397,1.043415904,0.997733712,0.965312693,0.953011998,0.907823741,,
VNM,672.2770469,1122.044317,1455.000876,1668.832166,1910.935602,2190.632034,2338.33676,2450.351268,2637.270606,2749.600691,2780.349497,2790.425885,2876.840052,3021.713803,3190.742499,3675.688207,3871.2723,4132.134356,4973.206982,5249.942156,5813.188787,6915.335449,7137.066819,7308.346419,7379.996148,7290.148804,7163.831148,7211.599609,7275.826172,7191.188477,7064.953613,7120.01123,6921.140818,6805.030724
VUT,77.33474766,82.48584671,82.89499553,82.64586195,82.78755091,82.49178489,82.69789549,83.87878056,89.71260741,91.18418899,91.10730731,92.33085655,93.53136192,92.45312136,91.93794933,89.51690565,90.20196101,92.89609695,97.66988817,99.55106303,99.80326895,100.5110433,98.21569786,99.47625989,99.13424125,103.9822943,104.6277773,108.3006506,109.2702077,110.9905885,112.5951042,108.412512,112.6506179,120.9816514
WLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,0.799826754,0.820944366,0.87140808,0.856804402,1.411251486,1.285849896,1.320692295,1.451976241,1.484853733,1.48062437,1.477869203,1.493986871,1.4929182,1.501309686,1.56539876,1.578447039,1.611985093,1.686996554,1.806050339,1.825094052,1.710389606,1.660568119,1.695850942,1.706596298,1.691692671,1.742590655,1.764934998,1.739171245,1.718882391,1.715856016,1.714213175,1.632489364,1.611097482,1.691703253
XKX,,,,,,,,,,,,,,,,,,,0.309224607,0.298622029,0.313896406,0.3269386,0.336134256,0.344754903,0.358213027,0.364103,0.370901882,0.378328005,0.370546697,0.363172821,0.359145199,0.360406752,0.360937678,0.365662395
YEM,6.114148136,6.623460514,7.328871558,8.331555873,9.852839144,14.06495875,18.89081019,21.03869067,19.06913145,25.09472055,30.26772402,30.41469708,32.55843283,35.40578729,39.34470575,45.21878472,49.82682786,53.79467676,63.53272824,57.64648032,70.40482104,81.47676086,88.79299164,93.63131714,,,,,,,,,,
ZAF,1.258441169,1.407833834,1.578999755,1.74267163,1.873659482,2.034084272,2.157756854,2.293787696,2.451476685,2.58379166,2.75855373,2.908249268,3.222802163,3.36253789,3.472334094,3.55520901,3.658012401,3.855196267,4.07924672,4.405461533,4.619309414,4.776628494,5.106044878,5.292064846,5.566094923,5.817177329,6.148418341,6.413336754,6.855415344,7.06522131,7.248924255,7.37613821,7.218918421,7.280194662
ZMB,0.009566476,0.017827366,0.046282988,0.110161183,0.194945276,0.24939126,0.30454076,0.375427796,0.43402306,0.504675154,0.654444803,0.802161713,0.943053277,1.087630249,1.267979307,1.434133774,1.59354675,1.752746684,1.902585915,1.996052444,2.247209945,2.446346045,2.648349923,2.826152427,3.053941516,3.350555714,3.855902879,4.162864208,4.447628975,4.827852726,5.529107571,6.441287041,6.384755948,6.707556663
ZWE,0.758628069,0.684079298,0.574333017,0.539765163,0.507893153,0.512578506,0.548587184,0.523761108,0.37784434,0.40240323,0.395960639,0.386734308,0.391147801,0.417334305,0.437339368,0.445825104,0.423761667,0.416275865,0.413917367,0.512889236,0.519782041,0.520335376,0.54526542,0.550359937,0.537396812,0.523839856,0.503224091,0.613429013,1.771057671,5.096123281,31.59619341,60.87774895,207.3489722,1921.544189